Ingested app: 'AC Freedom' (row 4899) in  0.6275 seconds
Ingested app: 'Q*bert: Rebooted' (row 4500) in  0.6431 seconds
Ingested app: 'Hily: Dating, Chat, Match, Meet & Hook up' (row 485) in  0.048 seconds
Ingested app: 'AccuWeather: Daily Forecast & Live Weather Reports' (row 3628) in  0.0323 seconds
Ingested app: "Guns'n'Glory WW2 Premium" (row 4413) in  0.0429 seconds
Ingested app: 'Stranger Chat & Date' (row 507) in  0.0429 seconds
Ingested app: 'Digi-TV.ch' (row 7343) in  0.0625 seconds
Ingested app: 'BPme - Mobile Fuel Payment & BP Driver Rewards app' (row 6581) in  0.0468 seconds
Ingested app: 'Florida - Pocket Brainbook' (row 10590) in  0.0472 seconds
Ingested app: 'TwitCasting Live' (row 2605) in  0.0512 seconds
Ingested app: 'Radarbot Free: Speed Camera Detector & Speedometer' (row 3857) in  0.0454 seconds
Ingested app: 'Florida Statutes (FL Code)' (row 10592) in  0.0454 seconds
Ingested app: 'ER Doctor Kids Emergency Room' (row 9765) in  0.048 seconds
Ingested app: 'AG test' (row 5119) in  0.044 seconds
Ingested app: 'Six Packs for Man\u2013Body Building with No Equipment' (row 1287) in  0.0464 seconds
Ingested app: 'EZ-ELD Update' (row 10130) in  0.0424 seconds
Ingested app: 'Contents Provider(C.P.)Explorer' (row 7706) in  0.044 seconds
Ingested app: 'Yaoi Novels - Shounen ai Book&fiction' (row 6404) in  0.044 seconds
Ingested app: 'OvuView: Ovulation and Fertility' (row 1359) in  0.044 seconds
Ingested app: 'Ultimate Quiz for CS:GO - Skins | Cases | Players' (row 7817) in  0.044 seconds
Ingested app: 'Chictopia' (row 1630) in  0.0426 seconds
Ingested app: 'AO-EVENT' (row 5407) in  0.0466 seconds
Ingested app: 'English Conversation Courses' (row 9313) in  0.048 seconds
Ingested app: 'Wallpapers New AK 47 Assault Rifle Guns Arms' (row 5290) in  0.044 seconds
Ingested app: 'Grand Theft Auto V: The Manual' (row 4675) in  0.0478 seconds
Ingested app: 'Central Bank and Trust Co.' (row 7655) in  0.0478 seconds
Ingested app: 'Video Wallpaper Show' (row 3705) in  0.0441 seconds
Ingested app: 'Sonic CD Classic' (row 7151) in  0.0441 seconds
Ingested app: 'Shoot Hunter-Gun Killer' (row 10408) in  0.0457 seconds
Ingested app: 'Apartments.com Rental Search' (row 1511) in  0.0457 seconds
Ingested app: 'G Cloud Backup' (row 4160) in  0.0468 seconds
Ingested app: 'GPS Navigation & Offline Maps Sygic' (row 3828) in  0.0467 seconds
Ingested app: 'Weather \u2013Simple weather forecast' (row 3636) in  0.0471 seconds
Ingested app: 'theScore: Live Sports Scores, News, Stats & Videos' (row 3055) in  0.0433 seconds
Ingested app: 'DK Virtual Reality' (row 8473) in  0.0461 seconds
Ingested app: 'BJ Grand Salon Mobile App' (row 6318) in  0.0462 seconds
Ingested app: 'BROTHER IN WARS: GUNNER CITY WARLORDS' (row 10370) in  0.0466 seconds
Ingested app: 'CQ Electrical Group' (row 7737) in  0.0488 seconds
Ingested app: 'Circle Colors Pack-FN Theme' (row 10675) in  0.0423 seconds
Ingested app: 'The List' (row 10003) in  0.044 seconds
Ingested app: 'MI-BP' (row 6605) in  0.044 seconds
Ingested app: 'Hotels.com: Book Hotel Rooms & Find Vacation Deals' (row 3111) in  0.048 seconds
Ingested app: 'Leica Q' (row 4512) in  0.044 seconds
Ingested app: 'BM Tahmin: \xdccretsiz \u0130ddaa Tahminleri' (row 6482) in  0.0481 seconds
Ingested app: 'Dating White Girls' (row 621) in  0.0438 seconds
Ingested app: 'Tozer Devotional -Series 1' (row 5763) in  0.0477 seconds
Ingested app: 'Poynt' (row 3152) in  0.0504 seconds
Ingested app: 'ReactNative BG Geolocation' (row 6146) in  0.0425 seconds
Ingested app: 'BC Liquor Stores' (row 5965) in  0.044 seconds
Ingested app: 'Final Fantasy XV: A New Empire' (row 5381) in  0.0441 seconds
Ingested app: 'Trailer Addict Movie Trailers' (row 895) in  0.0441 seconds
Ingested app: 'P XPERIA Theme\u2122 | INDIGO - Design For SONY \U0001f3a8' (row 4485) in  0.0452 seconds
Ingested app: 'Remote Control For All AC - Universal Remote' (row 4926) in  0.0451 seconds
Ingested app: 'Fashion Pony Girls Dress Up Makeup Game' (row 9342) in  0.048 seconds
Ingested app: 'ivi - movies and TV shows in HD' (row 876) in  0.0409 seconds
Ingested app: 'tTorrent - ad free' (row 4951) in  0.0474 seconds
Ingested app: 'Girls Nancy Ajram Without Net' (row 1555) in  0.0467 seconds
Ingested app: 'CB Mobile Biz' (row 7144) in  0.0502 seconds
Ingested app: 'EP McGuffey Primer' (row 9700) in  0.0479 seconds
Ingested app: 'EZ Cleaner - Booster Optimizer' (row 10125) in  0.0458 seconds
Ingested app: 'Memorado - Brain Games' (row 748) in  0.0439 seconds
Ingested app: 'Alarm.fo \u2013 choose your info' (row 10689) in  0.044 seconds
Ingested app: 'DU Collage Maker - Photo Collage & Grid & Layout' (row 8914) in  0.0441 seconds
Ingested app: 'Knightfall\u2122 AR' (row 5528) in  0.0481 seconds
Ingested app: 'HD Themes Toyota Cruiser 100VX' (row 10499) in  0.044 seconds
Ingested app: 'Candy Crush Saga' (row 1966) in  0.048 seconds
Ingested app: 'Voxer Walkie Talkie Messenger' (row 9784) in  0.044 seconds
Ingested app: 'World of Warriors: Duel' (row 6984) in  0.0473 seconds
Ingested app: 'Dialysis of Drugs' (row 2411) in  0.0437 seconds
Ingested app: 'CB TV' (row 7133) in  0.0415 seconds
Ingested app: 'Treasure Defense' (row 8408) in  0.0465 seconds
Ingested app: 'Youper - AI Therapy' (row 2493) in  0.0447 seconds
Ingested app: 'Timely Alarm Clock' (row 5590) in  0.0441 seconds
Ingested app: 'High Blood Pressure' (row 6610) in  0.0582 seconds
Ingested app: 'AU Students Zone (Result 2016)' (row 5668) in  0.0731 seconds
Ingested app: 'Cut Out : Background Eraser and background changer' (row 6193) in  0.0452 seconds
Ingested app: 'Technutri - calorie counter, diet and carb tracker' (row 1376) in  0.0437 seconds
Ingested app: 'Walk Freely (Ec Shlire)' (row 9242) in  0.0436 seconds
Ingested app: 'ABS Workout - Belly workout, 30 days AB' (row 4880) in  0.0425 seconds
Ingested app: 'Lollipop Launcher Plus' (row 6974) in  0.0424 seconds
Ingested app: 'Fate/Grand Order (English)' (row 1864) in  0.0444 seconds
Ingested app: 'Combat BF: Black Ops 3' (row 6106) in  0.0484 seconds
Ingested app: 'Cloud DX Connected Health' (row 9061) in  0.044 seconds
Ingested app: 'Red Ball 4' (row 6552) in  0.0481 seconds
Ingested app: 'U - Webinars, Meetings & Messenger' (row 4629) in  0.0462 seconds
Ingested app: "Five Nights at Freddy's 2 Demo" (row 4580) in  0.0462 seconds
Ingested app: 'CEHQ - CE Credits for Nurses' (row 7197) in  0.0477 seconds
Ingested app: 'Avakin Life - 3D virtual world' (row 5702) in  0.0455 seconds
Ingested app: 'Simple - Better Banking' (row 1155) in  0.042 seconds
Ingested app: 'Love Signal: D-Mate' (row 6748) in  0.0463 seconds
Ingested app: 'R Programming Solution' (row 4544) in  0.0481 seconds
Ingested app: 'Vehicle Case Checker BD' (row 6040) in  0.0481 seconds
Ingested app: 'F-Secure AV Test' (row 4121) in  0.048 seconds
Ingested app: 'OMD Protocols' (row 2485) in  0.0479 seconds
Ingested app: 'DM AirDisk HDD' (row 8576) in  0.0481 seconds
Ingested app: 'Toronto FC' (row 10267) in  0.0508 seconds
Ingested app: 'Petals 3D live wallpaper' (row 3417) in  0.0467 seconds
Ingested app: 'v-view' (row 4707) in  0.0481 seconds
Ingested app: 'Firefox Focus: The privacy browser' (row 358) in  0.0441 seconds
Ingested app: 'Watch AW-7' (row 5744) in  0.044 seconds
Ingested app: 'My Space - Employment Center' (row 203) in  0.044 seconds
Ingested app: 'Google Allo' (row 410) in  0.044 seconds
Ingested app: 'Beauty Selfie Camera' (row 103) in  0.0472 seconds
Ingested app: 'CJ Infinity' (row 7445) in  0.0431 seconds
Ingested app: 'Eternal life' (row 1547) in  0.045 seconds
Ingested app: 'CT Abdomen Pelvis' (row 7859) in  0.0439 seconds
Ingested app: 'Neuvaine au Saint-Esprit' (row 5681) in  0.0466 seconds
Ingested app: 'N1.RU - Real estate: apartments, new buildings, lodging' (row 1485) in  0.0477 seconds
Ingested app: 'EF Events' (row 9282) in  0.0454 seconds
Ingested app: 'KudaGo - things to do in NY' (row 1037) in  0.0441 seconds
Ingested app: 'Tagged - Meet, Chat & Dating' (row 2644) in  0.0441 seconds
Ingested app: 'mon guide au bank populaire -infos et instructions' (row 5690) in  0.048 seconds
Ingested app: 'Sugar Daddies Dating App' (row 694) in  0.0479 seconds
Ingested app: 'Easy DIY CD Craft Ideas' (row 7174) in  0.0441 seconds
Ingested app: "R. Lee Ermey's Official Sound" (row 4563) in  0.0461 seconds
Ingested app: 'Jobs in Alabama - Jobs in Alba' (row 207) in  0.0461 seconds
Ingested app: 'R-TYPE' (row 4554) in  0.048 seconds
Ingested app: '20 Minuten (CH)' (row 7338) in  0.048 seconds
Ingested app: 'Little Panda Run' (row 2100) in  0.0461 seconds
Ingested app: 'Axxess Updater' (row 5801) in  0.0461 seconds
Ingested app: "Flo's CH Boss Timer" (row 7337) in  0.044 seconds
Ingested app: 'ZArchiver Donate' (row 4844) in  0.048 seconds
Ingested app: 'EO' (row 9665) in  0.044 seconds
Ingested app: 'Sport.pl LIVE' (row 2973) in  0.048 seconds
Ingested app: 'Yeled EI' (row 9414) in  0.048 seconds
Ingested app: 'CJ Camcorder' (row 7420) in  0.0441 seconds
Ingested app: 'The Sims\u2122 FreePlay' (row 1848) in  0.0465 seconds
Ingested app: 'Download Video Free' (row 8519) in  0.0427 seconds
Ingested app: 'EC Calgary' (row 9245) in  0.0441 seconds
Ingested app: 'BELONG Beating Cancer Together' (row 2526) in  0.048 seconds
Ingested app: 'DC Trails-Hop On Hop Off Tours' (row 8285) in  0.0479 seconds
Ingested app: 'Lost Journey (Dreamsky)' (row 9151) in  0.0441 seconds
Ingested app: 'GRE\xae Flashcards by Kaplan' (row 778) in  0.048 seconds
Ingested app: 'CG Samanya Gyan' (row 7295) in  0.0453 seconds
Ingested app: 'MLB Ballpark' (row 3005) in  0.0455 seconds
Ingested app: 'I am extremely Rich' (row 5357) in  0.0444 seconds
Ingested app: 'EY GlobalOne' (row 10077) in  0.0436 seconds
Ingested app: "The first year of a baby's life" (row 3604) in  0.0469 seconds
Ingested app: 'STARZ' (row 964) in  0.0468 seconds
Ingested app: 'Camera for Android' (row 2899) in  0.0469 seconds
Ingested app: 'Self-help Anxiety Management' (row 1432) in  0.0469 seconds
Ingested app: 'Roland DG Mobile Panel' (row 8377) in  0.0469 seconds
Ingested app: 'Dr.Slender Ep 1 Guide (Eng)' (row 9720) in  0.0468 seconds
Ingested app: 'AK Lodi Films' (row 5308) in  0.0469 seconds
Ingested app: 'All Video Downloader' (row 4682) in  0.0486 seconds
Ingested app: 'Fifa World Cup 2018: Photo Frame Editor & DP Maker' (row 8700) in  0.0528 seconds
Ingested app: 'BatControl Pro' (row 6459) in  0.0397 seconds
Ingested app: 'SONIC Drive-In' (row 8725) in  0.0354 seconds
Ingested app: 'EZ Ag Mobile' (row 5097) in  0.0391 seconds
Ingested app: 'NUsport' (row 3001) in  0.0547 seconds
Ingested app: 'Ci - Logistics Group' (row 7389) in  0.0472 seconds
Ingested app: 'Eurosport' (row 2984) in  0.0516 seconds
Ingested app: 'Hangman' (row 9556) in  0.0337 seconds
Ingested app: 'SignEasy | Sign and Fill PDF and other Documents' (row 284) in  0.0444 seconds
Ingested app: 'AC DC Power Monitor' (row 8287) in  0.0313 seconds
Ingested app: 'EP' (row 9693) in  0.0469 seconds
Ingested app: 'Mandala Coloring Book' (row 13) in  0.0469 seconds
Ingested app: 'Alif Ba Ta Song - Arabic Kids' (row 5937) in  0.0377 seconds
Ingested app: 'All Star Of CW' (row 7994) in  0.0547 seconds
Ingested app: 'Facebook Lite' (row 2546) in  0.0482 seconds
Ingested app: 'DB Streckenagent' (row 8204) in  0.0469 seconds
Ingested app: 'Ramfer - CNC Lathe G-code Tool' (row 4165) in  0.052 seconds
Ingested app: 'FNH Payment Info' (row 10672) in  0.0364 seconds
Ingested app: 'iProperty Malaysia' (row 1490) in  0.047 seconds
Ingested app: 'Brightest LED Flashlight' (row 3297) in  0.0313 seconds
Ingested app: 'F-O-Meter' (row 10701) in  0.052 seconds
Ingested app: 'EF English Live Business' (row 9272) in  0.0419 seconds
Ingested app: 'DRAGON BALL LEGENDS' (row 8202) in  0.0427 seconds
Ingested app: 'Co-op CRS' (row 7632) in  0.0764 seconds
Ingested app: 'Ecobank Mobile Banking' (row 1071) in  0.0537 seconds
Ingested app: 'Fr Lupupa Sermons' (row 10810) in  0.0469 seconds
Ingested app: 'G Theme 2 for LG V30, LG G6' (row 4173) in  0.0313 seconds
Ingested app: 'Super ABC! Learning games for kids! Preschool apps' (row 2065) in  0.0535 seconds
Ingested app: 'JOANN - Crafts & Coupons' (row 1601) in  0.0374 seconds
Ingested app: "Lep's World \U0001f340" (row 4323) in  0.047 seconds
Ingested app: 'Sniper 3D Gun Shooter: Free Shooting Games - FPS' (row 1910) in  0.047 seconds
Ingested app: 'CW Seed' (row 941) in  0.0491 seconds
Ingested app: 'Chispa, the Dating App for Latino, Latina Singles' (row 494) in  0.053 seconds
Ingested app: 'Number Therapy' (row 2294) in  0.0491 seconds
Ingested app: 'textPlus: Free Text & Calls' (row 2590) in  0.053 seconds
Ingested app: 'The Wall Street Journal: Business & Market News' (row 3809) in  0.0441 seconds
Ingested app: 'ai.type Free Emoji Keyboard' (row 5863) in  0.048 seconds
Ingested app: 'General culture' (row 1519) in  0.0504 seconds
Ingested app: 'DRAGON QUEST VI' (row 8726) in  0.0465 seconds
Ingested app: 'HBO NOW: Stream TV & Movies' (row 9826) in  0.0452 seconds
Ingested app: 'Dr. Parker : Real car parking simulation' (row 8764) in  0.0452 seconds
Ingested app: 'Q Avatar Pro' (row 4508) in  0.044 seconds
Ingested app: 'Plug-in app (System AC)' (row 4921) in  0.044 seconds
Ingested app: 'MJX H' (row 4204) in  0.0463 seconds
Ingested app: 'Infinity Dungeon VIP' (row 6675) in  0.0424 seconds
Ingested app: 'Dictionary - Merriam-Webster' (row 9621) in  0.0442 seconds
Ingested app: 'NativeScript Developer Day EU' (row 9937) in  0.0442 seconds
Ingested app: 'Traffic Racer' (row 1976) in  0.0429 seconds
Ingested app: 'BZ Bingo' (row 7038) in  0.0429 seconds
Ingested app: 'F-Secure SENSE' (row 4113) in  0.0424 seconds
Ingested app: 'AQ Service' (row 5497) in  0.0423 seconds
Ingested app: 'my face' (row 1115) in  0.0453 seconds
Ingested app: 'Alipay' (row 9336) in  0.0412 seconds
Ingested app: 'All Types DP & Status Maker' (row 8692) in  0.0457 seconds
Ingested app: 'DK Childcare Centers' (row 8501) in  0.0457 seconds
Ingested app: 'Jigsaw Puzzles AK 74M' (row 5302) in  0.0441 seconds
Ingested app: 'AppFinder by AppTap' (row 5048) in  0.048 seconds
Ingested app: 'Quiz for Clash Royale\u2122' (row 7770) in  0.0455 seconds
Ingested app: 'MbH BP' (row 6589) in  0.0455 seconds
Ingested app: 'Scanning body and undressing people' (row 5426) in  0.0452 seconds
Ingested app: 'LG AC Smart Diagnosis' (row 4922) in  0.0452 seconds
Ingested app: 'BAMMS for BM 1Park' (row 6488) in  0.0462 seconds
Ingested app: 'Melior NUI - Material CM Theme' (row 7556) in  0.0462 seconds
Ingested app: 'Tunnel Town' (row 5228) in  0.0502 seconds
Ingested app: 'NSE Mobile Trading' (row 1139) in  0.0463 seconds
Ingested app: 'Windguru Lite' (row 8168) in  0.0445 seconds
Ingested app: 'Tapas \u2013 Comics, Novels, and Stories' (row 318) in  0.0445 seconds
Ingested app: 'Elmo Calls by Sesame Street' (row 7030) in  0.048 seconds
